Store's Types;City;DATE;UnitsSold
ECI stores;ELCHE;12/03/2019;48
ECI stores;ELCHE;13/03/2019;96
ECI stores;ELCHE;14/03/2019;147
ECI stores;ELCHE;15/03/2019;123
ECI stores;ELCHE;16/03/2019;195
ECI stores;ELCHE;18/03/2019;90
ECI stores;ELCHE;20/03/2019;-24
ECI stores;ELCHE;21/03/2019;33
ECI stores;ELCHE;22/03/2019;90
ECI stores;ELCHE;23/03/2019;210
ECI stores;ELCHE;25/03/2019;24
ECI stores;ELCHE;26/03/2019;33
ECI stores;ELCHE;27/03/2019;57
ECI stores;ELCHE;28/03/2019;171
ECI stores;ELCHE;29/03/2019;210
ECI stores;ELCHE;30/03/2019;177
ECI stores;ELCHE;01/04/2019;2
ECI stores;ELCHE;03/04/2019;147
ECI stores;ELCHE;04/04/2019;81
ECI stores;ELCHE;05/04/2019;81
ECI stores;ELCHE;06/04/2019;204
ECI stores;ELCHE;08/04/2019;66
ECI stores;ELCHE;09/04/2019;42
ECI stores;ELCHE;10/04/2019;72
ECI stores;ELCHE;11/04/2019;129
ECI stores;ELCHE;12/04/2019;177
ECI stores;ELCHE;13/04/2019;186
ECI stores;ELCHE;16/04/2019;66
ECI stores;ELCHE;17/04/2019;114
ECI stores;ELCHE;18/04/2019;105
ECI stores;ELCHE;19/04/2019;81
ECI stores;ELCHE;20/04/2019;177
ECI stores;ELCHE;21/04/2019;57
Street stores;GIJON;01/03/2019;1053
Street stores;GIJON;02/03/2019;1149
Street stores;GIJON;04/03/2019;705
Street stores;GIJON;06/03/2019;681
Street stores;GIJON;07/03/2019;705
Street stores;GIJON;08/03/2019;663
Street stores;GIJON;09/03/2019;825
Street stores;GIJON;11/03/2019;558
Street stores;GIJON;12/03/2019;591
Street stores;GIJON;13/03/2019;243
Street stores;GIJON;14/03/2019;372
Street stores;GIJON;15/03/2019;396
Street stores;GIJON;16/03/2019;624
Street stores;GIJON;18/03/2019;438
Street stores;GIJON;19/03/2019;405
Street stores;GIJON;20/03/2019;486
Street stores;GIJON;21/03/2019;462
Street stores;GIJON;22/03/2019;657
Street stores;GIJON;23/03/2019;972
Street stores;GIJON;25/03/2019;447
Street stores;GIJON;26/03/2019;333
Street stores;GIJON;27/03/2019;552
Street stores;GIJON;28/03/2019;471
Street stores;GIJON;29/03/2019;471
Street stores;GIJON;30/03/2019;948
Street stores;GIJON;01/04/2019;576
Street stores;GIJON;02/04/2019;471
Street stores;GIJON;03/04/2019;534
Street stores;GIJON;04/04/2019;501
Street stores;GIJON;05/04/2019;657
Street stores;GIJON;06/04/2019;987
Street stores;GIJON;08/04/2019;672
Street stores;GIJON;09/04/2019;705
Street stores;GIJON;10/04/2019;1068
Street stores;GIJON;11/04/2019;558
Street stores;GIJON;12/04/2019;1119
Street stores;GIJON;13/04/2019;1572
Street stores;GIJON;15/04/2019;738
Street stores;GIJON;16/04/2019;939
Street stores;GIJON;17/04/2019;981
Street stores;GIJON;18/04/2019;738
Street stores;GIJON;20/04/2019;1305
ECI stores;GIRONA;01/03/2019;105
ECI stores;GIRONA;02/03/2019;147
ECI stores;GIRONA;04/03/2019;129
ECI stores;GIRONA;05/03/2019;42
ECI stores;GIRONA;06/03/2019;42
ECI stores;GIRONA;07/03/2019;33
ECI stores;GIRONA;08/03/2019;81
ECI stores;GIRONA;09/03/2019;90
ECI stores;GIRONA;11/03/2019;2
ECI stores;GIRONA;12/03/2019;81
ECI stores;GIRONA;13/03/2019;90
ECI stores;GIRONA;14/03/2019;90
ECI stores;GIRONA;15/03/2019;72
ECI stores;GIRONA;16/03/2019;162
ECI stores;GIRONA;18/03/2019;66
ECI stores;GIRONA;19/03/2019;72
ECI stores;GIRONA;20/03/2019;48
ECI stores;GIRONA;21/03/2019;105
ECI stores;GIRONA;22/03/2019;105
ECI stores;GIRONA;23/03/2019;81
ECI stores;GIRONA;25/03/2019;48
ECI stores;GIRONA;26/03/2019;48
ECI stores;GIRONA;27/03/2019;57
ECI stores;GIRONA;28/03/2019;96
ECI stores;GIRONA;29/03/2019;153
ECI stores;GIRONA;30/03/2019;228
ECI stores;GIRONA;01/04/2019;81
ECI stores;GIRONA;02/04/2019;24
ECI stores;GIRONA;03/04/2019;123
ECI stores;GIRONA;04/04/2019;2
ECI stores;GIRONA;05/04/2019;177
ECI stores;GIRONA;06/04/2019;252
ECI stores;GIRONA;08/04/2019;96
ECI stores;GIRONA;09/04/2019;105
ECI stores;GIRONA;10/04/2019;147
ECI stores;GIRONA;11/04/2019;90
ECI stores;GIRONA;12/04/2019;96
ECI stores;GIRONA;13/04/2019;234
ECI stores;GIRONA;15/04/2019;66
ECI stores;GIRONA;16/04/2019;24
ECI stores;GIRONA;17/04/2019;147
ECI stores;GIRONA;18/04/2019;147
ECI stores;GIRONA;20/04/2019;204
ECI stores;GRANADA;01/03/2019;114
ECI stores;GRANADA;02/03/2019;210
ECI stores;GRANADA;04/03/2019;171
ECI stores;GRANADA;06/03/2019;48
ECI stores;GRANADA;07/03/2019;48
ECI stores;GRANADA;08/03/2019;42
ECI stores;GRANADA;09/03/2019;96
ECI stores;GRANADA;11/03/2019;90
ECI stores;GRANADA;12/03/2019;81
ECI stores;GRANADA;13/03/2019;57
ECI stores;GRANADA;14/03/2019;42
ECI stores;GRANADA;15/03/2019;33
ECI stores;GRANADA;16/03/2019;129
ECI stores;GRANADA;18/03/2019;72
ECI stores;GRANADA;19/03/2019;66
ECI stores;GRANADA;20/03/2019;0
ECI stores;GRANADA;21/03/2019;33
ECI stores;GRANADA;22/03/2019;66
ECI stores;GRANADA;23/03/2019;138
ECI stores;GRANADA;25/03/2019;57
ECI stores;GRANADA;26/03/2019;42
ECI stores;GRANADA;27/03/2019;57
ECI stores;GRANADA;28/03/2019;66
ECI stores;GRANADA;29/03/2019;42
ECI stores;GRANADA;30/03/2019;258
ECI stores;GRANADA;01/04/2019;57
ECI stores;GRANADA;02/04/2019;66
ECI stores;GRANADA;03/04/2019;90
ECI stores;GRANADA;04/04/2019;72
ECI stores;GRANADA;05/04/2019;72
ECI stores;GRANADA;06/04/2019;219
ECI stores;GRANADA;08/04/2019;90
ECI stores;GRANADA;09/04/2019;24
ECI stores;GRANADA;10/04/2019;114
ECI stores;GRANADA;11/04/2019;66
ECI stores;GRANADA;12/04/2019;138
ECI stores;GRANADA;13/04/2019;195
ECI stores;GRANADA;15/04/2019;243
ECI stores;GRANADA;16/04/2019;147
ECI stores;GRANADA;17/04/2019;42
ECI stores;GRANADA;20/04/2019;258
ECI stores;HUELVA;01/03/2019;81
ECI stores;HUELVA;02/03/2019;96
ECI stores;HUELVA;04/03/2019;72
ECI stores;HUELVA;05/03/2019;81
ECI stores;HUELVA;06/03/2019;42
ECI stores;HUELVA;07/03/2019;42
ECI stores;HUELVA;08/03/2019;2
ECI stores;HUELVA;09/03/2019;138
ECI stores;HUELVA;11/03/2019;72
ECI stores;HUELVA;12/03/2019;90
ECI stores;HUELVA;13/03/2019;66
ECI stores;HUELVA;14/03/2019;66
ECI stores;HUELVA;15/03/2019;114
ECI stores;HUELVA;16/03/2019;81
ECI stores;HUELVA;18/03/2019;66
ECI stores;HUELVA;19/03/2019;96
ECI stores;HUELVA;20/03/2019;147
ECI stores;HUELVA;21/03/2019;24
ECI stores;HUELVA;22/03/2019;204
ECI stores;HUELVA;23/03/2019;219
ECI stores;HUELVA;25/03/2019;42
ECI stores;HUELVA;26/03/2019;90
ECI stores;HUELVA;27/03/2019;147
ECI stores;HUELVA;28/03/2019;72
ECI stores;HUELVA;29/03/2019;171
ECI stores;HUELVA;30/03/2019;114
ECI stores;HUELVA;01/04/2019;72
ECI stores;HUELVA;02/04/2019;210
ECI stores;HUELVA;03/04/2019;129
ECI stores;HUELVA;04/04/2019;66
ECI stores;HUELVA;05/04/2019;162
ECI stores;HUELVA;06/04/2019;204
ECI stores;HUELVA;08/04/2019;147
ECI stores;HUELVA;09/04/2019;66
ECI stores;HUELVA;10/04/2019;234
ECI stores;HUELVA;11/04/2019;129
ECI stores;HUELVA;12/04/2019;219
ECI stores;HUELVA;13/04/2019;81
ECI stores;HUELVA;15/04/2019;48
ECI stores;HUELVA;16/04/2019;66
ECI stores;HUELVA;17/04/2019;105
ECI stores;HUELVA;20/04/2019;138
Street stores;HUESCA;01/03/2019;477
Street stores;HUESCA;02/03/2019;471
Street stores;HUESCA;04/03/2019;315
Street stores;HUESCA;05/03/2019;447
Street stores;HUESCA;06/03/2019;276
Street stores;HUESCA;07/03/2019;252
Street stores;HUESCA;08/03/2019;315
Street stores;HUESCA;09/03/2019;381
Street stores;HUESCA;11/03/2019;171
Street stores;HUESCA;12/03/2019;123
Street stores;HUESCA;13/03/2019;96
Street stores;HUESCA;14/03/2019;90
Street stores;HUESCA;15/03/2019;72
Street stores;HUESCA;16/03/2019;285
Street stores;HUESCA;18/03/2019;96
Street stores;HUESCA;19/03/2019;90
Street stores;HUESCA;20/03/2019;138
Street stores;HUESCA;21/03/2019;153
Street stores;HUESCA;22/03/2019;243
Street stores;HUESCA;23/03/2019;414
Street stores;HUESCA;25/03/2019;153
Street stores;HUESCA;26/03/2019;48
Street stores;HUESCA;27/03/2019;171
Street stores;HUESCA;28/03/2019;177
Street stores;HUESCA;29/03/2019;291
Street stores;HUESCA;30/03/2019;324
Street stores;HUESCA;01/04/2019;147
Street stores;HUESCA;02/04/2019;48
Street stores;HUESCA;03/04/2019;252
Street stores;HUESCA;04/04/2019;252
Street stores;HUESCA;05/04/2019;147
Street stores;HUESCA;06/04/2019;324
Street stores;HUESCA;08/04/2019;147
Street stores;HUESCA;09/04/2019;171
Street stores;HUESCA;10/04/2019;501
Street stores;HUESCA;11/04/2019;153
Street stores;HUESCA;12/04/2019;210
Street stores;HUESCA;13/04/2019;204
Street stores;HUESCA;15/04/2019;153
Street stores;HUESCA;16/04/2019;210
Street stores;HUESCA;17/04/2019;252
Street stores;HUESCA;20/04/2019;333
ECI stores;JAEN;01/03/2019;234
ECI stores;JAEN;02/03/2019;81
ECI stores;JAEN;04/03/2019;138
ECI stores;JAEN;05/03/2019;72
ECI stores;JAEN;06/03/2019;96
ECI stores;JAEN;07/03/2019;72
ECI stores;JAEN;08/03/2019;57
ECI stores;JAEN;09/03/2019;195
ECI stores;JAEN;11/03/2019;42
ECI stores;JAEN;12/03/2019;96
ECI stores;JAEN;13/03/2019;138
ECI stores;JAEN;14/03/2019;81
ECI stores;JAEN;15/03/2019;153
ECI stores;JAEN;16/03/2019;96
ECI stores;JAEN;18/03/2019;42
ECI stores;JAEN;19/03/2019;66
ECI stores;JAEN;20/03/2019;42
ECI stores;JAEN;21/03/2019;48
ECI stores;JAEN;22/03/2019;129
ECI stores;JAEN;23/03/2019;195
ECI stores;JAEN;25/03/2019;129
ECI stores;JAEN;26/03/2019;81
ECI stores;JAEN;27/03/2019;33
ECI stores;JAEN;28/03/2019;72
ECI stores;JAEN;29/03/2019;204
ECI stores;JAEN;30/03/2019;171
ECI stores;JAEN;01/04/2019;57
ECI stores;JAEN;02/04/2019;48
ECI stores;JAEN;03/04/2019;129
ECI stores;JAEN;04/04/2019;177
ECI stores;JAEN;05/04/2019;123
ECI stores;JAEN;06/04/2019;195
ECI stores;JAEN;08/04/2019;48
ECI stores;JAEN;09/04/2019;48
ECI stores;JAEN;10/04/2019;153
ECI stores;JAEN;11/04/2019;177
ECI stores;JAEN;12/04/2019;57
ECI stores;JAEN;13/04/2019;339
ECI stores;JAEN;15/04/2019;153
ECI stores;JAEN;16/04/2019;138
ECI stores;JAEN;17/04/2019;147
ECI stores;JAEN;20/04/2019;219
ECI stores;JEREZ;01/03/2019;714
ECI stores;JEREZ;02/03/2019;390
ECI stores;JEREZ;04/03/2019;357
ECI stores;JEREZ;05/03/2019;195
ECI stores;JEREZ;06/03/2019;276
ECI stores;JEREZ;07/03/2019;381
ECI stores;JEREZ;08/03/2019;519
ECI stores;JEREZ;09/03/2019;696
ECI stores;JEREZ;11/03/2019;390
ECI stores;JEREZ;12/03/2019;405
ECI stores;JEREZ;13/03/2019;438
ECI stores;JEREZ;14/03/2019;414
ECI stores;JEREZ;15/03/2019;420
ECI stores;JEREZ;16/03/2019;810
ECI stores;JEREZ;18/03/2019;462
ECI stores;JEREZ;19/03/2019;162
ECI stores;JEREZ;20/03/2019;339
ECI stores;JEREZ;21/03/2019;477
ECI stores;JEREZ;22/03/2019;681
ECI stores;JEREZ;23/03/2019;810
ECI stores;JEREZ;25/03/2019;324
ECI stores;JEREZ;26/03/2019;396
ECI stores;JEREZ;27/03/2019;285
ECI stores;JEREZ;28/03/2019;276
ECI stores;JEREZ;29/03/2019;558
ECI stores;JEREZ;30/03/2019;657
ECI stores;JEREZ;01/04/2019;372
ECI stores;JEREZ;02/04/2019;405
ECI stores;JEREZ;03/04/2019;438
ECI stores;JEREZ;04/04/2019;501
ECI stores;JEREZ;05/04/2019;624
ECI stores;JEREZ;06/04/2019;933
ECI stores;JEREZ;08/04/2019;243
ECI stores;JEREZ;09/04/2019;477
ECI stores;JEREZ;10/04/2019;705
ECI stores;JEREZ;11/04/2019;510
ECI stores;JEREZ;12/04/2019;600
ECI stores;JEREZ;13/04/2019;1068
ECI stores;JEREZ;15/04/2019;501
ECI stores;JEREZ;16/04/2019;744
ECI stores;JEREZ;17/04/2019;663
ECI stores;JEREZ;20/04/2019;1005
Online stores;MADRID;01/03/2019;2178
Online stores;MADRID;02/03/2019;1095
Online stores;MADRID;03/03/2019;1158
Online stores;MADRID;04/03/2019;1068
Online stores;MADRID;05/03/2019;1005
Online stores;MADRID;06/03/2019;1038
Online stores;MADRID;07/03/2019;810
Online stores;MADRID;08/03/2019;810
Online stores;MADRID;09/03/2019;534
Online stores;MADRID;10/03/2019;1044
Online stores;MADRID;11/03/2019;414
Online stores;MADRID;12/03/2019;438
Online stores;MADRID;13/03/2019;396
Online stores;MADRID;14/03/2019;906
Online stores;MADRID;15/03/2019;576
Online stores;MADRID;16/03/2019;429
Online stores;MADRID;17/03/2019;900
Online stores;MADRID;18/03/2019;777
Online stores;MADRID;19/03/2019;567
Online stores;MADRID;20/03/2019;486
Online stores;MADRID;21/03/2019;477
Online stores;MADRID;22/03/2019;957
Online stores;MADRID;23/03/2019;801
Online stores;MADRID;24/03/2019;987
Online stores;MADRID;25/03/2019;705
Online stores;MADRID;26/03/2019;1068
Online stores;MADRID;27/03/2019;519
Online stores;MADRID;28/03/2019;690
Online stores;MADRID;29/03/2019;801
Online stores;MADRID;30/03/2019;801
Online stores;MADRID;31/03/2019;1149
Online stores;MADRID;01/04/2019;486
Online stores;MADRID;02/04/2019;567
Online stores;MADRID;03/04/2019;315
Online stores;MADRID;04/04/2019;396
Online stores;MADRID;05/04/2019;366
Online stores;MADRID;06/04/2019;276
Online stores;MADRID;07/04/2019;543
Online stores;MADRID;08/04/2019;339
Online stores;MADRID;09/04/2019;948
Online stores;MADRID;10/04/2019;2553
Online stores;MADRID;11/04/2019;447
Online stores;MADRID;12/04/2019;381
Online stores;MADRID;13/04/2019;591
Online stores;MADRID;14/04/2019;219
Online stores;MADRID;15/04/2019;324
Online stores;MADRID;16/04/2019;333
Online stores;MADRID;17/04/2019;495
Online stores;MADRID;18/04/2019;366
Online stores;MADRID;19/04/2019;366
Online stores;MADRID;20/04/2019;414
Online stores;MADRID;21/04/2019;414
ECI stores;LEON;01/03/2019;177
ECI stores;LEON;02/03/2019;123
ECI stores;LEON;04/03/2019;90
ECI stores;LEON;08/03/2019;57
ECI stores;LEON;09/03/2019;2
ECI stores;LEON;11/03/2019;2
ECI stores;LEON;12/03/2019;42
ECI stores;LEON;13/03/2019;33
ECI stores;LEON;14/03/2019;42
ECI stores;LEON;15/03/2019;105
ECI stores;LEON;16/03/2019;105
ECI stores;LEON;17/03/2019;2
ECI stores;LEON;18/03/2019;33
ECI stores;LEON;21/03/2019;42
ECI stores;LEON;22/03/2019;66
ECI stores;LEON;23/03/2019;114
ECI stores;LEON;25/03/2019;81
ECI stores;LEON;26/03/2019;48
ECI stores;LEON;27/03/2019;33
ECI stores;LEON;28/03/2019;90
ECI stores;LEON;29/03/2019;129
ECI stores;LEON;30/03/2019;147
ECI stores;LEON;01/04/2019;48
ECI stores;LEON;02/04/2019;96
ECI stores;LEON;03/04/2019;33
ECI stores;LEON;04/04/2019;2
ECI stores;LEON;05/04/2019;81
ECI stores;LEON;06/04/2019;96
ECI stores;LEON;08/04/2019;96
ECI stores;LEON;09/04/2019;66
ECI stores;LEON;10/04/2019;24
ECI stores;LEON;11/04/2019;81
ECI stores;LEON;12/04/2019;72
ECI stores;LEON;13/04/2019;114
ECI stores;LEON;15/04/2019;90
ECI stores;LEON;16/04/2019;66
ECI stores;LEON;17/04/2019;57
ECI stores;LEON;18/04/2019;24
ECI stores;LEON;20/04/2019;147
Street stores;LUGO;01/03/2019;366
Street stores;LUGO;02/03/2019;324
Street stores;LUGO;04/03/2019;258
Street stores;LUGO;06/03/2019;204
Street stores;LUGO;07/03/2019;186
Street stores;LUGO;08/03/2019;309
Street stores;LUGO;09/03/2019;147
Street stores;LUGO;11/03/2019;105
Street stores;LUGO;12/03/2019;105
Street stores;LUGO;13/03/2019;129
Street stores;LUGO;14/03/2019;123
Street stores;LUGO;15/03/2019;186
Street stores;LUGO;16/03/2019;123
Street stores;LUGO;18/03/2019;381
Street stores;LUGO;20/03/2019;114
Street stores;LUGO;21/03/2019;138
Street stores;LUGO;22/03/2019;186
Street stores;LUGO;23/03/2019;414
Street stores;LUGO;25/03/2019;234
Street stores;LUGO;26/03/2019;171
Street stores;LUGO;27/03/2019;90
Street stores;LUGO;28/03/2019;195
Street stores;LUGO;29/03/2019;162
Street stores;LUGO;30/03/2019;204
Street stores;LUGO;01/04/2019;90
Street stores;LUGO;02/04/2019;228
Street stores;LUGO;03/04/2019;96
Street stores;LUGO;04/04/2019;33
Street stores;LUGO;05/04/2019;72
Street stores;LUGO;06/04/2019;147
Street stores;LUGO;08/04/2019;171
Street stores;LUGO;09/04/2019;96
Street stores;LUGO;10/04/2019;114
Street stores;LUGO;11/04/2019;171
Street stores;LUGO;12/04/2019;267
Street stores;LUGO;13/04/2019;162
Street stores;LUGO;15/04/2019;195
Street stores;LUGO;16/04/2019;267
Street stores;LUGO;17/04/2019;162
Street stores;LUGO;18/04/2019;72
Street stores;LUGO;20/04/2019;177
Street stores;MADRID;01/03/2019;4965
Street stores;MADRID;02/03/2019;4998
Street stores;MADRID;03/03/2019;3369
Street stores;MADRID;04/03/2019;3216
Street stores;MADRID;05/03/2019;2868
Street stores;MADRID;06/03/2019;3150
Street stores;MADRID;07/03/2019;3135
Street stores;MADRID;08/03/2019;3759
Street stores;MADRID;09/03/2019;4017
Street stores;MADRID;10/03/2019;2763
Street stores;MADRID;11/03/2019;2673
Street stores;MADRID;12/03/2019;2787
Street stores;MADRID;13/03/2019;2682
Street stores;MADRID;14/03/2019;2577
Street stores;MADRID;15/03/2019;3393
Street stores;MADRID;16/03/2019;3954
Street stores;MADRID;17/03/2019;2016
Street stores;MADRID;18/03/2019;1986
Street stores;MADRID;19/03/2019;2034
Street stores;MADRID;20/03/2019;2091
Street stores;MADRID;21/03/2019;2406
Street stores;MADRID;22/03/2019;3297
Street stores;MADRID;23/03/2019;4098
Street stores;MADRID;24/03/2019;2283
Street stores;MADRID;25/03/2019;2334
Street stores;MADRID;26/03/2019;2877
Street stores;MADRID;27/03/2019;2844
Street stores;MADRID;28/03/2019;3288
Street stores;MADRID;29/03/2019;4641
Street stores;MADRID;30/03/2019;5604
Street stores;MADRID;31/03/2019;4278
Street stores;MADRID;01/04/2019;2082
Street stores;MADRID;02/04/2019;2688
Street stores;MADRID;03/04/2019;2964
Street stores;MADRID;04/04/2019;2811
Street stores;MADRID;05/04/2019;3045
Street stores;MADRID;06/04/2019;4545
Street stores;MADRID;07/04/2019;2496
Street stores;MADRID;08/04/2019;2082
Street stores;MADRID;09/04/2019;2982
Street stores;MADRID;10/04/2019;4569
Street stores;MADRID;11/04/2019;3378
Street stores;MADRID;12/04/2019;3540
Street stores;MADRID;13/04/2019;4278
Street stores;MADRID;14/04/2019;2244
Street stores;MADRID;15/04/2019;3783
Street stores;MADRID;16/04/2019;3531
Street stores;MADRID;17/04/2019;3135
Street stores;MADRID;18/04/2019;1944
Street stores;MADRID;19/04/2019;1524
Street stores;MADRID;20/04/2019;2916
Street stores;MADRID;21/04/2019;1686
Shopping Center stores;MAJADAHONDA;01/03/2019;447
Shopping Center stores;MAJADAHONDA;02/03/2019;1206
Shopping Center stores;MAJADAHONDA;03/03/2019;933
Shopping Center stores;MAJADAHONDA;04/03/2019;333
Shopping Center stores;MAJADAHONDA;05/03/2019;348
Shopping Center stores;MAJADAHONDA;06/03/2019;348
Shopping Center stores;MAJADAHONDA;07/03/2019;324
Shopping Center stores;MAJADAHONDA;08/03/2019;405
Shopping Center stores;MAJADAHONDA;09/03/2019;1038
Shopping Center stores;MAJADAHONDA;10/03/2019;744
Shopping Center stores;MAJADAHONDA;11/03/2019;153
Shopping Center stores;MAJADAHONDA;12/03/2019;258
Shopping Center stores;MAJADAHONDA;13/03/2019;234
Shopping Center stores;MAJADAHONDA;14/03/2019;285
Shopping Center stores;MAJADAHONDA;15/03/2019;420
Shopping Center stores;MAJADAHONDA;16/03/2019;906
Shopping Center stores;MAJADAHONDA;17/03/2019;672
Shopping Center stores;MAJADAHONDA;18/03/2019;252
Shopping Center stores;MAJADAHONDA;19/03/2019;243
Shopping Center stores;MAJADAHONDA;20/03/2019;405
Shopping Center stores;MAJADAHONDA;21/03/2019;210
Shopping Center stores;MAJADAHONDA;22/03/2019;228
Shopping Center stores;MAJADAHONDA;23/03/2019;696
Shopping Center stores;MAJADAHONDA;24/03/2019;552
Shopping Center stores;MAJADAHONDA;25/03/2019;204
Shopping Center stores;MAJADAHONDA;26/03/2019;204
Shopping Center stores;MAJADAHONDA;27/03/2019;204
Shopping Center stores;MAJADAHONDA;28/03/2019;315
Shopping Center stores;MAJADAHONDA;29/03/2019;576
Shopping Center stores;MAJADAHONDA;30/03/2019;819
Shopping Center stores;MAJADAHONDA;31/03/2019;438
Shopping Center stores;MAJADAHONDA;01/04/2019;228
Shopping Center stores;MAJADAHONDA;02/04/2019;129
Shopping Center stores;MAJADAHONDA;03/04/2019;366
Shopping Center stores;MAJADAHONDA;04/04/2019;228
Shopping Center stores;MAJADAHONDA;05/04/2019;357
Shopping Center stores;MAJADAHONDA;06/04/2019;633
Shopping Center stores;MAJADAHONDA;07/04/2019;405
Shopping Center stores;MAJADAHONDA;08/04/2019;243
Shopping Center stores;MAJADAHONDA;09/04/2019;195
Shopping Center stores;MAJADAHONDA;10/04/2019;609
Shopping Center stores;MAJADAHONDA;11/04/2019;372
Shopping Center stores;MAJADAHONDA;12/04/2019;405
Shopping Center stores;MAJADAHONDA;13/04/2019;648
Shopping Center stores;MAJADAHONDA;14/04/2019;315
Shopping Center stores;MAJADAHONDA;15/04/2019;477
Shopping Center stores;MAJADAHONDA;16/04/2019;639
Shopping Center stores;MAJADAHONDA;17/04/2019;390
Shopping Center stores;MAJADAHONDA;18/04/2019;657
Shopping Center stores;MAJADAHONDA;19/04/2019;324
Shopping Center stores;MAJADAHONDA;20/04/2019;705
Shopping Center stores;MAJADAHONDA;21/04/2019;333
Shopping Center stores;MALAGA;01/03/2019;1125
Shopping Center stores;MALAGA;02/03/2019;972
Shopping Center stores;MALAGA;04/03/2019;453
Shopping Center stores;MALAGA;05/03/2019;558
Shopping Center stores;MALAGA;06/03/2019;801
Shopping Center stores;MALAGA;07/03/2019;690
Shopping Center stores;MALAGA;08/03/2019;633
Shopping Center stores;MALAGA;09/03/2019;933
Shopping Center stores;MALAGA;11/03/2019;462
Shopping Center stores;MALAGA;12/03/2019;681
Shopping Center stores;MALAGA;13/03/2019;447
Shopping Center stores;MALAGA;14/03/2019;543
Shopping Center stores;MALAGA;15/03/2019;615
Shopping Center stores;MALAGA;16/03/2019;987
Shopping Center stores;MALAGA;18/03/2019;228
Shopping Center stores;MALAGA;19/03/2019;438
Shopping Center stores;MALAGA;20/03/2019;771
Shopping Center stores;MALAGA;21/03/2019;576
Shopping Center stores;MALAGA;22/03/2019;405
Shopping Center stores;MALAGA;23/03/2019;825
Shopping Center stores;MALAGA;25/03/2019;447
Shopping Center stores;MALAGA;26/03/2019;609
Shopping Center stores;MALAGA;27/03/2019;315
Shopping Center stores;MALAGA;28/03/2019;552
Shopping Center stores;MALAGA;29/03/2019;414
Shopping Center stores;MALAGA;30/03/2019;981
Shopping Center stores;MALAGA;01/04/2019;552
Shopping Center stores;MALAGA;02/04/2019;396
Shopping Center stores;MALAGA;03/04/2019;615
Shopping Center stores;MALAGA;04/04/2019;390
Shopping Center stores;MALAGA;05/04/2019;729
Shopping Center stores;MALAGA;06/04/2019;1101
Shopping Center stores;MALAGA;08/04/2019;534
Shopping Center stores;MALAGA;09/04/2019;753
Shopping Center stores;MALAGA;10/04/2019;996
Shopping Center stores;MALAGA;11/04/2019;810
Shopping Center stores;MALAGA;12/04/2019;876
Shopping Center stores;MALAGA;13/04/2019;1305
Shopping Center stores;MALAGA;15/04/2019;933
Shopping Center stores;MALAGA;16/04/2019;495
Shopping Center stores;MALAGA;17/04/2019;810
Shopping Center stores;MALAGA;20/04/2019;786
ECI stores;MURCIA;01/03/2019;234
ECI stores;MURCIA;02/03/2019;267
ECI stores;MURCIA;04/03/2019;129
ECI stores;MURCIA;05/03/2019;42
ECI stores;MURCIA;06/03/2019;96
ECI stores;MURCIA;07/03/2019;153
ECI stores;MURCIA;08/03/2019;129
ECI stores;MURCIA;09/03/2019;348
ECI stores;MURCIA;11/03/2019;228
ECI stores;MURCIA;12/03/2019;234
ECI stores;MURCIA;13/03/2019;105
ECI stores;MURCIA;14/03/2019;300
ECI stores;MURCIA;15/03/2019;228
ECI stores;MURCIA;16/03/2019;300
ECI stores;MURCIA;18/03/2019;381
ECI stores;MURCIA;20/03/2019;147
ECI stores;MURCIA;21/03/2019;129
ECI stores;MURCIA;22/03/2019;138
ECI stores;MURCIA;23/03/2019;324
ECI stores;MURCIA;25/03/2019;171
ECI stores;MURCIA;26/03/2019;114
ECI stores;MURCIA;27/03/2019;90
ECI stores;MURCIA;28/03/2019;171
ECI stores;MURCIA;29/03/2019;105
ECI stores;MURCIA;01/04/2019;57
ECI stores;MURCIA;02/04/2019;171
ECI stores;MURCIA;03/04/2019;138
ECI stores;MURCIA;04/04/2019;147
ECI stores;MURCIA;05/04/2019;147
ECI stores;MURCIA;06/04/2019;195
ECI stores;MURCIA;08/04/2019;243
ECI stores;MURCIA;09/04/2019;147
ECI stores;MURCIA;10/04/2019;210
ECI stores;MURCIA;11/04/2019;204
ECI stores;MURCIA;12/04/2019;267
ECI stores;MURCIA;13/04/2019;258
ECI stores;MURCIA;15/04/2019;177
ECI stores;MURCIA;16/04/2019;234
ECI stores;MURCIA;17/04/2019;372
ECI stores;MURCIA;18/04/2019;228
ECI stores;MURCIA;20/04/2019;96
ECI stores;MURCIA;21/04/2019;96
Street stores;OVIEDO;01/03/2019;543
Street stores;OVIEDO;02/03/2019;843
Street stores;OVIEDO;04/03/2019;357
Street stores;OVIEDO;05/03/2019;477
Street stores;OVIEDO;06/03/2019;252
Street stores;OVIEDO;07/03/2019;486
Street stores;OVIEDO;08/03/2019;372
Street stores;OVIEDO;09/03/2019;495
Street stores;OVIEDO;11/03/2019;309
Street stores;OVIEDO;12/03/2019;447
Street stores;OVIEDO;13/03/2019;315
Street stores;OVIEDO;14/03/2019;324
Street stores;OVIEDO;15/03/2019;333
Street stores;OVIEDO;16/03/2019;366
Street stores;OVIEDO;18/03/2019;357
Street stores;OVIEDO;19/03/2019;90
Street stores;OVIEDO;20/03/2019;324
